Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
31645382,09/30/2015 12:34:50 PM,10/11/2015 08:21:41 AM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10011,419 WEST   21 STREET,WEST   21 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/11/2015 08:21:41 AM,04 MANHATTAN,MANHATTAN,983404,210900,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.745548328096355,-74.00305314436002,"(40.745548328096355, -74.00305314436002)"
31523325,09/13/2015 02:26:05 PM,09/13/2015 11:35:35 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,811 AVENUE M,AVENUE M,EAST 8 STREET,EAST 9 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/13/2015 10:26:05 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/13/2015 11:35:36 PM,12 BROOKLYN,BROOKLYN,993562,164180,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.617307720120614,-73.96645832175366,"(40.617307720120614, -73.96645832175366)"
31789559,10/19/2015 02:03:29 PM,11/02/2015 11:29:24 AM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,1725 ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,11/02/2015 11:29:24 AM,05 BRONX,BRONX,1007051,249016,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.850136961509634,-73.91758367042492,"(40.850136961509634, -73.91758367042492)"
31524314,09/13/2015 10:54:36 AM,09/14/2015 02:56:08 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Open,Street,11004,,,,,LITTLENECK PARKWAY,UNION TURNPIKE,INTERSECTION,GLEN OAKS,,N/A,Closed,09/16/2015 10:54:36 AM,The Department of Transportation inspected the condition you reported and temporarily addressed the condition. The Agency will notify the responsible party.,09/14/2015 02:56:08 AM,13 QUEENS,QUEENS,1062495,210472,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.744027466141794,-73.7176261930003,"(40.744027466141794, -73.7176261930003)"
31790022,10/19/2015 09:07:58 PM,10/24/2015 04:14:40 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11230,1317 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",10/24/2015 04:14:40 PM,14 BROOKLYN,BROOKLYN,995131,164120,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.617141244632286,-73.96080690570872,"(40.617141244632286, -73.96080690570872)"
31481296,09/07/2015 11:06:58 AM,10/19/2015 08:44:53 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10474,820 MANIDA STREET,MANIDA STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",10/19/2015 08:44:53 AM,02 BRONX,BRONX,1014852,237030,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.817215281199104,-73.88944093954447,"(40.817215281199104, -73.88944093954447)"
31789673,10/19/2015 03:26:49 AM,10/22/2015 01:11:33 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,1105 COLLEGE AVENUE,COLLEGE AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",10/22/2015 01:11:33 AM,04 BRONX,BRONX,1007888,241951,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8307434030938,-73.91458315961115,"(40.8307434030938, -73.91458315961115)"
31480469,09/08/2015 12:33:41 AM,09/08/2015 07:11:39 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10034,229 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,09/08/2015 08:33:41 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/08/2015 07:11:39 AM,12 MANHATTAN,MANHATTAN,1004260,254747,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86587359965432,-73.92765488555312,"(40.86587359965432, -73.92765488555312)"
31577046,09/20/2015 02:59:09 PM,09/20/2015 04:47:59 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10034,,,,,WEST  204 STREET,SHERMAN AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,09/20/2015 10:59:09 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/20/2015 04:47:59 PM,12 MANHATTAN,MANHATTAN,1005857,254467,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86510132036433,-73.92188192082645,"(40.86510132036433, -73.92188192082645)"
31578855,09/20/2015 06:31:07 PM,09/21/2015 01:19:37 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,Street,11364,,,,,BELL BOULEVARD,51 AVENUE,INTERSECTION,OAKLAND GARDENS,,N/A,Closed,09/30/2015 06:31:07 PM,The Department of Transportation inspected the condition you reported and temporarily addressed the condition. The Agency will notify the responsible party.,09/21/2015 01:19:37 AM,11 QUEENS,QUEENS,1049158,213822,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75333028611835,-73.7657247265583,"(40.75333028611835, -73.7657247265583)"
31003567,07/04/2015 10:25:41 PM,07/08/2015 05:23:31 PM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,11234,,,,,EAST   66 STREET,RALPH AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,08/20/2015 10:02:10 AM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,07/08/2015 05:23:31 PM,18 BROOKLYN,BROOKLYN,1007094,166524,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.62371695315329,-73.91770835807132,"(40.62371695315329, -73.91770835807132)"
31607830,09/24/2015 02:43:12 PM,10/13/2015 08:40:04 AM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,2081 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",10/13/2015 08:40:04 AM,05 BRONX,BRONX,1010541,250380,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.853871032220624,-73.90496340190745,"(40.853871032220624, -73.90496340190745)"
31610913,09/24/2015 04:58:07 PM,10/13/2015 12:53:46 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11435,85-66 150 STREET,150 STREET,,,,,ADDRESS,Jamaica,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/13/2015 12:53:46 PM,08 QUEENS,QUEENS,1037372,197950,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70984430633433,-73.80838960982769,"(40.70984430633433, -73.80838960982769)"
30900802,06/21/2015 11:11:00 AM,06/21/2015 11:58:28 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11213,661 CROWN STREET,CROWN STREET,TROY AVENUE,SCHENECTADY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/21/2015 07:11:00 PM,The Police Department reviewed your complaint and provided additional information below.,06/21/2015 11:58:28 AM,09 BROOKLYN,BROOKLYN,1002005,181738,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.665487753899605,-73.93600056970729,"(40.665487753899605, -73.93600056970729)"
31609502,09/24/2015 08:18:36 AM,10/13/2015 08:40:23 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11216,1232 PACIFIC STREET,PACIFIC STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",10/13/2015 08:40:23 AM,08 BROOKLYN,BROOKLYN,997865,186190,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.677714828945554,-73.95091456117359,"(40.677714828945554, -73.95091456117359)"
30903141,06/21/2015 08:23:17 PM,06/21/2015 11:09:36 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10465,3940A EAST TREMONT AVENUE,EAST TREMONT AVENUE,CROSS BRONX EXPRESSWAY,SAMPSON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/22/2015 04:23:17 AM,The Police Department responded to the complaint and took action to fix the condition.,06/21/2015 11:09:36 PM,10 BRONX,BRONX,1034472,238534,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.821253573374406,-73.81854661186973,"(40.821253573374406, -73.81854661186973)"
31625213,09/27/2015 04:31:58 PM,09/27/2015 07:13:15 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,762 WILLIAMS AVENUE,WILLIAMS AVENUE,LINDEN BOULEVARD,DE WITT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/28/2015 12:31:58 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2015 07:13:15 PM,05 BROOKLYN,BROOKLYN,1013138,178595,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65683159321619,-73.89588420621322,"(40.65683159321619, -73.89588420621322)"
31628539,09/28/2015 01:38:26 AM,09/28/2015 02:33:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,120 WEST 114 STREET,WEST 114 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,09/28/2015 09:38:26 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/28/2015 02:33:01 AM,10 MANHATTAN,MANHATTAN,997493,231236,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80135543852054,-73.95216703230453,"(40.80135543852054, -73.95216703230453)"
30903831,06/21/2015 06:40:30 AM,06/21/2015 08:02:52 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,66-63 78 STREET,78 STREET,66 DRIVE,METROPOLITAN AVENUE,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Closed,06/21/2015 02:40:30 PM,The Police Department reviewed your complaint and provided additional information below.,06/21/2015 08:02:52 AM,05 QUEENS,QUEENS,1018829,199335,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71373769758333,-73.87526675092107,"(40.71373769758333, -73.87526675092107)"
30901369,06/21/2015 10:48:34 AM,06/21/2015 11:37:36 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11356,125-12 10 AVENUE,10 AVENUE,125 STREET,126 STREET,,,ADDRESS,COLLEGE POINT,,Precinct,Closed,06/21/2015 06:48:34 PM,The Police Department responded to the complaint and took action to fix the condition.,06/21/2015 11:37:36 AM,07 QUEENS,QUEENS,1027809,226610,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78856089802808,-73.84269751168607,"(40.78856089802808, -73.84269751168607)"
29925641,02/12/2015 10:58:27 AM,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11238,255 EASTERN PARKWAY,EASTERN PARKWAY,CLASSON AVENUE,FRANKLIN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,03/14/2015 10:58:27 AM,"The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection. You may be contacted if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center. Please note your Service Request number for future reference.",,08 BROOKLYN,BROOKLYN,995254,183810,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.671185895761724,-73.96033174548647,"(40.671185895761724, -73.96033174548647)"
29928005,02/12/2015 02:55:19 PM,02/12/2015 03:37:12 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,715 EAST 32 STREET,EAST 32 STREET,GLENWOOD ROAD,AVENUE H,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/12/2015 10:55:19 PM,The Police Department issued a summons in response to the complaint.,02/12/2015 03:37:12 PM,17 BROOKLYN,BROOKLYN,999295,170094,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63353252645136,-73.94579496802689,"(40.63353252645136, -73.94579496802689)"
29925899,02/12/2015 10:33:31 AM,04/08/2015 02:13:03 PM,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,10016,,,,,EAST   35 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,02/26/2015 10:33:31 AM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,04/08/2015 02:13:04 PM,05 MANHATTAN,MANHATTAN,989107,211951,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74843176574406,-73.98247072801945,"(40.74843176574406, -73.98247072801945)"
31577314,09/20/2015 10:29:46 PM,09/21/2015 08:23:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,65 SHERMAN AVENUE,SHERMAN AVENUE,THAYER STREET,DYCKMAN STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/21/2015 06:29:46 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/21/2015 08:23:32 AM,12 MANHATTAN,MANHATTAN,1004502,253803,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.863282054634674,-73.92678280024691,"(40.863282054634674, -73.92678280024691)"
31577378,09/20/2015 09:20:38 AM,09/20/2015 10:41:47 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,951 REV JAMES POLITE AVENUE,REV JAMES POLITE AVENUE,EAST 163 STREET,EAST 164 STREET,,,ADDRESS,BRONX,,Precinct,Closed,09/20/2015 05:20:38 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/20/2015 10:41:47 PM,02 BRONX,BRONX,1012221,238820,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82213704601548,-73.89893875992074,"(40.82213704601548, -73.89893875992074)"
31577315,09/20/2015 11:10:15 PM,09/22/2015 05:43:49 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,65 SHERMAN AVENUE,SHERMAN AVENUE,THAYER STREET,DYCKMAN STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/21/2015 07:10:15 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/22/2015 05:43:49 AM,12 MANHATTAN,MANHATTAN,1004502,253803,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.863282054634674,-73.92678280024691,"(40.863282054634674, -73.92678280024691)"
29930036,02/12/2015 10:12:02 AM,02/13/2015 11:14:58 AM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10463,183 WEST 238 STREET,WEST 238 STREET,BAILEY AVENUE,MAJOR DEEGAN EXPRESSWAY,,,ADDRESS,BRONX,,N/A,Closed,02/22/2015 10:12:02 AM,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212)  639-9675 with additional information.",02/13/2015 11:14:58 AM,08 BRONX,BRONX,1012432,261400,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88411171580315,-73.8980814812157,"(40.88411171580315, -73.8980814812157)"
31576979,09/20/2015 02:16:52 AM,09/20/2015 05:43:54 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11218,786 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,CORTELYOU ROAD,DORCHESTER ROAD,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/20/2015 10:16:52 AM,The Police Department responded to the complaint and took action to fix the condition.,09/20/2015 05:43:54 AM,12 BROOKLYN,BROOKLYN,992985,171832,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63831143613737,-73.96852676351445,"(40.63831143613737, -73.96852676351445)"
31576223,09/20/2015 06:04:34 PM,09/20/2015 09:11:09 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,1453 47 STREET,47 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/21/2015 02:04:34 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/20/2015 09:11:09 PM,12 BROOKLYN,BROOKLYN,987693,170307,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63412927386345,-73.98759524209676,"(40.63412927386345, -73.98759524209676)"
29930916,02/12/2015 03:49:06 PM,02/12/2015 05:26:44 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,29-09 39 AVENUE,39 AVENUE,29 STREET,30 STREET,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,02/12/2015 11:49:06 PM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,02/12/2015 05:26:44 PM,01 QUEENS,QUEENS,1002452,213784,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75344548664668,-73.93430268660317,"(40.75344548664668, -73.93430268660317)"
30033178,02/24/2015 07:25:35 PM,02/24/2015 10:37:55 PM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10029,355 EAST 109 STREET,EAST 109 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/25/2015 03:25:35 AM,The Police Department responded to the complaint and took action to fix the condition.,02/24/2015 10:37:55 PM,11 MANHATTAN,MANHATTAN,1000933,227839,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79202577300356,-73.93975038938004,"(40.79202577300356, -73.93975038938004)"
30038255,02/25/2015 11:10:21 PM,04/02/2015 04:09:47 PM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,11430,JFK AIRPORT,JFK AIRPORT,BEND,BEND,,,ADDRESS,JAMAICA,,N/A,Closed,03/11/2015 11:10:21 PM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,04/02/2015 04:09:47 PM,83 QUEENS,QUEENS,1043012,175520,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.64824355950897,-73.7882418550958,"(40.64824355950897, -73.7882418550958)"
31260848,08/07/2015 10:27:42 AM,08/08/2015 08:22:26 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10457,245 EAST 178 STREET,EAST 178 STREET,GRAND CONCOURSE,ANTHONY AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,08/07/2015 06:27:42 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/08/2015 08:22:26 AM,05 BRONX,BRONX,1010825,249080,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.850302070037515,-73.90394195382123,"(40.850302070037515, -73.90394195382123)"
31261785,08/07/2015 07:38:38 PM,08/07/2015 07:39:15 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,Address Outside of NYC,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
31578191,09/20/2015 04:39:28 AM,09/20/2015 06:43:21 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11211,275 JACKSON STREET,JACKSON STREET,KINGSLAND AVENUE,DEBEVOISE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/20/2015 12:39:28 PM,The Police Department responded to the complaint and took action to fix the condition.,09/20/2015 06:43:21 AM,01 BROOKLYN,BROOKLYN,1001033,200629,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71734107285568,-73.9394571631376,"(40.71734107285568, -73.9394571631376)"
31531216,09/14/2015 12:54:33 PM,09/14/2015 07:10:25 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11413,230-18 145 AVENUE,145 AVENUE,230 STREET,230 PLACE,,,ADDRESS,SPRINGFIELD GARDENS,,Precinct,Closed,09/14/2015 08:54:33 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/14/2015 07:10:25 PM,13 QUEENS,QUEENS,1053813,180278,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66122492214952,-73.74926986472016,"(40.66122492214952, -73.74926986472016)"
31260367,08/07/2015 01:07:34 PM,08/07/2015 11:05:11 PM,NYPD,New York City Police Department,Vending,In Prohibited Area,Store/Commercial,10023,160 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 67 STREET,WEST 68 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,08/07/2015 09:07:34 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,08/07/2015 11:05:11 PM,07 MANHATTAN,MANHATTAN,989506,221401,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77436935939305,-73.98102331905261,"(40.77436935939305, -73.98102331905261)"
31279582,08/10/2015 01:45:55 PM,08/10/2015 07:15:25 PM,NYPD,New York City Police Department,Vending,In Prohibited Area,Street/Sidewalk,10023,1972 BROADWAY,BROADWAY,WEST 66 STREET,WEST 67 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,08/10/2015 09:45:55 PM,The Police Department responded to the complaint and took action to fix the condition.,08/10/2015 07:15:25 PM,07 MANHATTAN,MANHATTAN,989180,221402,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77437229196154,-73.98220033464563,"(40.77437229196154, -73.98220033464563)"
